spell_id,person_id,person_label,org_id,org_label,role_canonical,layer,tie_class,onset,terminus,onset_lo,onset_hi,terminus_lo,terminus_hi,left_censored,right_censored,onset_interval_censored,terminus_interval_censored,onset_rule,terminus_rule,onset_event_id,terminus_event_id,expected_end_date,duration_days,duration_lo,duration_hi,evidence_n,evidence_tier,link_status,confidence,needs_review
SP_a8781caa9e5e9a8597e6,PERSON_SASI_SAMIR,SAMIR SASSI,CO_CONSTRUCTION_METALLIQUE_CAP_BON_COMECAB,SOCIETE DE CONSTRUCTION METALLIQUE DU CAP BON COMECAB,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_024243777a2de3e101d3,PERSON_TRABELSI_MOHAMED,MOHAMED TRABELSI,CO_CONSTRUCTION_METALLIQUE_ENSEIGNES,SOCIETE DE CONSTRUCTION METALLIQUE ET ENSEIGNES CME,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_c98900014010b0c2bb9c,PERSON_HAMAMI_BOUJEMA,BOUJEMA HAMMAMI,CO_CONSTRUCTION_METALLIQUE_SCM,SOCIETE DE CONSTRUCTION METALLIQUE SCM,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_32a22067522a48d82d12,PERSON_JERBI_MOHAMED,MOHAMED JERBI,CO_CONSTRUCTION_METALLIQUE_SCM,SOCIETE DE CONSTRUCTION METALLIQUE SCM,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_c8cbbaf5bf9d47e8c446,PERSON_KOUBAA_WASIM,WASSIM KOUBAA,CO_CONSTRUCTIONS_IND_NAVALES_SCIN,SOCIETE DE CONSTRUCTIONS IND ET NAVALES SCIN,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_62c5737260c70c31a8db,PERSON_SLAMA_BASEM,BASSEM SLAMA,CO_CONSULTING_SERVICES,SOCIETE DE CONSULTING ET DE SERVICES,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_fa56acf4e97e7523e533,PERSON_SLAMA_MOHAMED_BASEM,MOHAMED BASSEM SLAMA,CO_CONSULTING_SERVICES,SOCIETE DE CONSULTING ET DE SERVICES,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_791cfcab3e7b48f1f792,PERSON_DAHMANI_ADEL,ADEL DAHMANI,CO_COUPE_TRAVAIL_MARBRE_SCTM,SOCIETE DE COUPE ET DE TRAVAIL DE MARBRE SCTM,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_fb73a4411efc10bc533d,PERSON_MILED_KARIM,KARIM MILED,CO_COURTAGE_PRISE_RENDEZ_VOUS_SCPR,SOCIETE DE COURTAGE ET PRISE DES RENDEZ VOUS SCPR,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_74abed6f1324171dbab2,PERSON_BENAMOR_FRAJ,FRAJ BEN-AMOR,CO_COUTURE_FRAMOTAX,SOCIETE DE COUTURE FRAMOTAX,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_87a145d1b2dee8d5081e,PERSON_GUERMAZI_YASINE,YASSINE GUERMAZI,CO_DEVELOPPEMENT_AGRICOLE_A_REGUEB_SODAR,SOCIETE DE DEVELOPPEMENT AGRICOLE A REGUEB SODAR,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_862bd27cc039dc35387d,PERSON_GUERMAZI_YASINE,YASSINE GUERMAZI,CO_DEVELOPPEMENT_AGRICOLE_A_REGUEB_SODAR,SOCIETE DE DEVELOPPEMENT AGRICOLE A REGUEB SODAR,representant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4da1fa5df6c976ff039a,PERSON_BOUSARSAR_RAFIK,RAFIK BOUSSARSAR,CO_DEVELOPPEMENT_AGRICOLE_AGRISTARS,SOCIETE DE DEVELOPPEMENT AGRICOLE AGRISTARS,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_6fa2e98706da4225d761,PERSON_AMDOUNI_MOURAD,MOURAD AMDOUNI,CO_DEVELOPPEMENT_AGRICOLE_AL_GHANIMA_DANDALUS,SOCIETE DE DEVELOPPEMENT AGRICOLE AL-GHANIMA DANDALUS,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_959bb9b883c551560e74,PERSON_HORCHANI_KAMEL,KAMEL HORCHANI,CO_DEVELOPPEMENT_AGRICOLE_CHOUIGUI_SODAC,SOCIETE DE DEVELOPPEMENT AGRICOLE CHOUIGUI SODAC,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4143f53843b5c3c9dbef,PERSON_DERBEL_FAYCEL,FAYCEL DERBEL,CO_DEVELOPPEMENT_AGRICOLE_COLLECTIF,SOCIETE DE DEVELOPPEMENT AGRICOLE COLLECTIF,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_807c2ef7eb1e2c1d2f83,PERSON_SASI_KARIM,KARIM SASSI,CO_DEVELOPPEMENT_AGRICOLE_NORD_OUEST_SODANO,SOCIETE DE DEVELOPPEMENT AGRICOLE DU NORD OUEST SODANO,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_768a90946f33e345a18b,PERSON_TRIKI_KARIM,KARIM TRIKI,CO_DEVELOPPEMENT_AGRICOLE_NORD_OUEST_SODANO,SOCIETE DE DEVELOPPEMENT AGRICOLE DU NORD OUEST SODANO,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_59a936c75fea1b695aa9,PERSON_DRIS_MOHAMED_SADOK,MOHAMED SADOK DRISS,CO_DEVELOPPEMENT_AGRICOLE_SUD_SODASUD,SOCIETE DE DEVELOPPEMENT AGRICOLE DU SUD SODASUD,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_55f434a7718e3ed3ddd3,PERSON_DJILANI_NEDIA_MEDEB,NEDIA MEDDEB DJILANI,CO_DEVELOPPEMENT_AGRICOLE_EL_HAFSIA_SDA_HAFSIA,SOCIETE DE DEVELOPPEMENT AGRICOLE EL-HAFSIA SDA HAFSIA,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_195e6d3c63bfaed06f06,PERSON_SASI_TAREK,TAREK SASSI,CO_DEVELOPPEMENT_AGRICOLE_EL_OTHMANIA,SOCIETE DE DEVELOPPEMENT AGRICOLE EL-OTHMANIA,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_38288d9735748cfceaf7,PERSON_KRAIEM_MOHAMED_FADHEL,MOHAMED FADHEL KRAIEM,CO_DEVELOPPEMENT_AGRICOLE_MATIERES_TRANSFORMEES_MONOPRIX_MMT,SOCIETE DE DEVELOPPEMENT AGRICOLE ET DE MATIERES TRANSFORMEES DE MONOPRIX MMT,gerant,corporate,corporate_officer,,,,,,,True,False,False,False,seed_former_tie,ended_before_unknown_date,,,,,,,0,seed_undated,seed,0.5,False
SP_40d6f7c547c8fc99c34e,PERSON_MZABI_SAMI,SAMI MZABI,CO_DEVELOPPEMENT_AGRICOLE_ETTAOUFIK,SOCIETE DE DEVELOPPEMENT AGRICOLE ETTAOUFIK,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_075800703d02dca9d8bd,PERSON_KAMOUN_MOHAMED_ELMONCEF,MOHAMED ELMONCEF KAMMOUN,CO_DEVELOPPEMENT_AGRICOLE_MAADENE,SOCIETE DE DEVELOPPEMENT AGRICOLE MAADENE,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_58624491eb3ec5a6654d,PERSON_KAMOUN_MOHAMED_ELMONCEF,MOHAMED ELMONCEF KAMMOUN,CO_DEVELOPPEMENT_AGRICOLE_MAADENE,SOCIETE DE DEVELOPPEMENT AGRICOLE MAADENE,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_401dde85d108b3646c00,PERSON_HAMROUNI_ABDELKADER,ABDELKADER HAMROUNI,CO_DEVELOPPEMENT_AGRICOLE_MAHMOUDA,SOCIETE DE DEVELOPPEMENT AGRICOLE MAHMOUDA,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_bb51dfd75554388ec02e,PERSON_MDHAFAR_ADEL,ADEL MDHAFFAR,CO_DEVELOPPEMENT_AGRICOLE_SIDI_AICH,SOCIETE DE DEVELOPPEMENT AGRICOLE SIDI AICH,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_caf21395676027fbf1a8,PERSON_SELAMI_AHMED,AHMED SELLAMI,CO_DEVELOPPEMENT_AGRICOLE_SIDI_AICH,SOCIETE DE DEVELOPPEMENT AGRICOLE SIDI AICH,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_ddf5d0a96aeca3899ae0,PERSON_SELAMI_AMIN,AMIN SELLAMI,CO_DEVELOPPEMENT_AGRICOLE_SIDI_AICH,SOCIETE DE DEVELOPPEMENT AGRICOLE SIDI AICH,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_141ef94f3e636def2a23,PERSON_MDHAFAR_HASIB,HASSIB MDHAFFAR,CO_DEVELOPPEMENT_AGRICOLE_SIDI_AICH,SOCIETE DE DEVELOPPEMENT AGRICOLE SIDI AICH,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_098acca7afa6456fc85f,PERSON_ALI_RAFIK_ELHAJ,RAFIK EL-HAJ ALI,CO_DEVELOPPEMENT_AGRICOLE_SIDI_AICH,SOCIETE DE DEVELOPPEMENT AGRICOLE SIDI AICH,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_23363c959c7f2bd2ebf4,PERSON_MDHAFAR_SALEM,SALEM MDHAFFAR,CO_DEVELOPPEMENT_AGRICOLE_SIDI_AICH,SOCIETE DE DEVELOPPEMENT AGRICOLE SIDI AICH,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_cb43e8220d63797570a3,PERSON_MDHAFAR_TAHER,TAHER MDHAFFAR,CO_DEVELOPPEMENT_AGRICOLE_SIDI_AICH,SOCIETE DE DEVELOPPEMENT AGRICOLE SIDI AICH,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_142ec9804d00cd2d79a0,PERSON_MABROUK_SALEM,SALEM MABROUK,CO_DEVELOPPEMENT_AGRICOLE_ZITOUNA_I,SOCIETE DE DEVELOPPEMENT AGRICOLE ZITOUNA I,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_b03b92f042c1bc8ad6c9,PERSON_GRIBAA_FRAJ,FRAJ GRIBAA,CO_DEVELOPPEMENT_AGRO_ALIMENTAIRE_TUNISIE_SODAT_PLUS,SOCIETE DE DEVELOPPEMENT AGRO ALIMENTAIRE DE TUNISIE SODAT PLUS,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_33d9aa4eed994785e8f7,PERSON_BENHAMAD_MHAMED,MHAMED BEN-HAMAD,CO_DEVELOPPEMENT_AGRO_ALIMENTAIRE_TUNISIE_SODAT_PLUS,SOCIETE DE DEVELOPPEMENT AGRO ALIMENTAIRE DE TUNISIE SODAT PLUS,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_5d5d441ee37210d46cb7,PERSON_GRIBAA_FRAJ,FRAJ GRIBAA,CO_DEVELOPPEMENT_AGRO_ALIMENTAIRE_SODAT,SOCIETE DE DEVELOPPEMENT AGRO ALIMENTAIRE SODAT,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_d038b42558a14370ad3a,PERSON_ELABIDINE_MOHAMED_ZINE,MOHAMED ZINE EL-ABIDINE,CO_DEVELOPPEMENT_AGRO_INDUSTRIEL_SUD,SOCIETE DE DEVELOPPEMENT AGRO INDUSTRIEL DU SUD,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_a66585682b854b4f23a6,PERSON_ZOUARI_BRAHIM,BRAHIM ZOUARI,CO_DEVELOPPEMENT_DOMAINES_LORBEUS_MABROUKA,SOCIETE DE DEVELOPPEMENT DES DOMAINES DE LORBEUS MABROUKA,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_d4fef8dd2890f72cbf94,PERSON_ATIG_SAID,SAID ATTIG,CO_DEVELOPPEMENT_PLASTIQUE_SODEPLAST,SOCIETE DE DEVELOPPEMENT DU PLASTIQUE SODEPLAST,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_07d428d19dbb5bb9e82b,PERSON_CHAABANE_ATHER,ATHER CHAABANE,CO_DEVELOPPEMENT_ECONOMIQUE_KASSERINE,SOCIETE DE DEVELOPPEMENT ECONOMIQUE DE KASSERINE,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_812ac5b85ad05b45ea8b,PERSON_CHAABANI_MOKHTAR,MOKHTAR CHAABANI,CO_DEVELOPPEMENT_ECONOMIQUE_KASSERINE,SOCIETE DE DEVELOPPEMENT ECONOMIQUE DE KASSERINE,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_fc16a31a41fa571a9866,PERSON_SELAMI_WAHID,WAHID SELLAMI,CO_DEVELOPPEMENT_BARAKA_SODEBA,SOCIETE DE DEVELOPPEMENT ET BARAKA SODEBA,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_80b15b185b8b445f0fa0,PERSON_BOUZID_JALEL,JALEL BOUZID,CO_DEVELOPPEMENT_D_AMENAGEMENT_TOURISTIQUE_TABARKA_MONTAZAH_TAB,SOCIETE DE DEVELOPPEMENT ET D'AMENAGEMENT TOURISTIQUE DE TABARKA MONTAZAH TABARKA,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_8682b8a7b6883a862f3a,PERSON_FRIAA_CHAOUKI,CHAOUKI FRIAA,CO_DEVELOPPEMENT_D_EXPLOITATION_PARC_D_ACTIVITES_ECONOMIQUES_ZA,SOCIETE DE DEVELOPPEMENT ET D’EXPLOITATION DU PARC D’ACTIVITES ECONOMIQUES DE ZARZIS PAEZ,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_03990205d471f7b755fb,PERSON_GHOMRASNI_TAREK,TAREK GHOMRASNI,CO_DEVELOPPEMENT_D_EXPLOITATION_PERMIS_SUD_SODEPS,SOCIETE DE DEVELOPPEMENT ET D’EXPLOITATION DU PERMIS DU SUD SODEPS,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_206a54189fc9c1a9c936,PERSON_HAMDI_MOUNIR,MOUNIR HAMDI,CO_DEVELOPPEMENT_DEXPLOITATION_PARC_DACTIVITES_ECONOMIQUES_BIZE,SOCIETE DE DEVELOPPEMENT ET DEXPLOITATION DU PARC DACTIVITES ECONOMIQUES DE BIZERTE,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_412e96b9776bc9a3571d,PERSON_HAMAMI_MOHAMED,MOHAMED HAMMAMI,CO_DEVELOPPEMENT_DINVESTISSEMENT,SOCIETE DE DEVELOPPEMENT ET DINVESTISSEMENT,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4ce287c403f003affdd8,PERSON_BENJABEUR_MOHAMED,MOHAMED BEN-JABEUR,CO_DEVELOPPEMENT_DINVESTISSEMENT_KEBILI_SODIK_SICAR,SOCIETE DE DEVELOPPEMENT ET DINVESTISSEMENT DE KEBILI SODIK SICAR,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_2f814b3515079754e8e7,PERSON_LASAAD_KAAROUD,KAAROUD LASSAAD,CO_DEVELOPPEMENT_DINVESTISSEMENT_TATAOUINE_SODIT_SICAR,SOCIETE DE DEVELOPPEMENT ET DINVESTISSEMENT DE TATAOUINE SODIT SICAR,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_3ebc100d519dea43583d,PERSON_SAIDANE_MOHAMED,MOHAMED SAIDANE,CO_DEVELOPPEMENT_INFORMATIQUE_SODIN,SOCIETE DE DEVELOPPEMENT INFORMATIQUE SODIN,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_7b2e832d9bfbea87b7f3,PERSON_RIAHI_MOHAMED,MOHAMED RIAHI,CO_DEVELOPPEMENT_TOURISTIQUE_PORT_PLAISANCE_SFAX,SOCIETE DE DEVELOPPEMENT TOURISTIQUE DU PORT DE PLAISANCE DE SFAX,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_58e8ac7b58c5badb3c3b,PERSON_HAMROUNI_ABDELKADER,ABDELKADER HAMROUNI,CO_DEVELOPPEMENT_TOURISTIQUE_PORT_PLAISANCE_SFAX_SODET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE DU PORT DE PLAISANCE DE SFAX SODET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_847396c5684ece357a34,PERSON_RIAHI_MOHAMED,MOHAMED RIAHI,CO_DEVELOPPEMENT_TOURISTIQUE_PORT_PLAISANCE_SFAX_SODET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE DU PORT DE PLAISANCE DE SFAX SODET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_2d2eb3baf9dbab855e5e,PERSON_TRIKI_NABIL,NABIL TRIKI,CO_DEVELOPPEMENT_TOURISTIQUE_PORT_PLAISANCE_SFAX_SODET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE DU PORT DE PLAISANCE DE SFAX SODET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_b02d163f9be4936ee911,PERSON_DRIS_HICHEM,HICHEM DRISS,CO_DEVELOPPEMENT_TOURISTIQUE_HADRUMET_SDT_HADRUMET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE HADRUMET SDT HADRUMET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4248fcb48b74ca22530e,PERSON_DRIS_MHAMED,MHAMMED DRISS,CO_DEVELOPPEMENT_TOURISTIQUE_HADRUMET_SDT_HADRUMET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE HADRUMET SDT HADRUMET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1e4b36ead2e25c2d254e,PERSON_BECHEUR_MOHAMED_BENANOUAR,MOHAMED BEN-ANOUAR BECHEUR,CO_DEVELOPPEMENT_TOURISTIQUE_HADRUMET_SDT_HADRUMET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE HADRUMET SDT HADRUMET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4f4ee3647b8e0e13c355,PERSON_ZAROUK_RADHOUANE,RADHOUANE ZARROUK,CO_DEVELOPPEMENT_TOURISTIQUE_HADRUMET_SDT_HADRUMET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE HADRUMET SDT HADRUMET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9e02a203cee90e2bcd26,PERSON_BECHEUR_YOUSEF,YOUSSEF BECHEUR,CO_DEVELOPPEMENT_TOURISTIQUE_HADRUMET_SDT_HADRUMET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE HADRUMET SDT HADRUMET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9caf7544fdd9197e2584,PERSON_DRIS_ZOHRA,ZOHRA DRISS,CO_DEVELOPPEMENT_TOURISTIQUE_HADRUMET_SDT_HADRUMET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE HADRUMET SDT HADRUMET,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_ef409f53d773994b2d90,PERSON_DRIS_ZOHRA,ZOHRA DRISS,CO_DEVELOPPEMENT_TOURISTIQUE_HADRUMET_SDT_HADRUMET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE HADRUMET SDT HADRUMET,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_26dd423951ba28d1cafc,PERSON_DRIS_ZOHRA,ZOHRA DRISS,CO_DEVELOPPEMENT_TOURISTIQUE_HADRUMET_SDT_HADRUMET,SOCIETE DE DEVELOPPEMENT TOURISTIQUE HADRUMET SDT HADRUMET,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_3012e525554fe11b427f,PERSON_CHAABANE_NAJAR,NAJAR CHAABANE,CO_DEVELOPPEMENT_TOURISTIQUE_SAHARIEN,SOCIETE DE DEVELOPPEMENT TOURISTIQUE SAHARIEN,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_b2f8da14189c1343b936,PERSON_HAMAMI_HABIB,HABIB HAMMAMI,CO_DISTRIBUTION_CONSTRUCTION_SODIMAC,SOCIETE DE DISTRIBUTION DE CONSTRUCTION SODIMAC,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1976abff92a364262b17,PERSON_IGUERB_CHANEZ_AMINA,CHANEZ AMINA IGUERB,CO_DISTRIBUTION_MARBRE_SODIMA,SOCIETE DE DISTRIBUTION DE MARBRE SODIMA,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_fad8eb3c9aa78cba777b,PERSON_MARGHLI_RIADH,RIADH MARGHLI,CO_DISTRIBUTION_MARBRE_SODIMA,SOCIETE DE DISTRIBUTION DE MARBRE SODIMA,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_884e6cf16607911c3929,PERSON_MARGHLI_RIADH,RIADH MARGHLI,CO_DISTRIBUTION_MARBRE_SODIMA,SOCIETE DE DISTRIBUTION DE MARBRE SODIMA,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1258428074e9f16baf3c,PERSON_KROUMI_ABDELMOUMEN,ABDELMOUMEN KROUMI,CO_DISTRIBUTION_ARTICLES_CONDITIONNEMENT_SODIAC_EMBALLAGES,SOCIETE DE DISTRIBUTION DES ARTICLES DE CONDITIONNEMENT SODIAC EMBALLAGES,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1eb1b28babdbad614acc,PERSON_KROUMI_ABDELMOUMEN,ABDELMOUMEN KROUMI,CO_DISTRIBUTION_ARTICLES_CONDITIONNEMENT_SODIAC_EMBALLAGES,SOCIETE DE DISTRIBUTION DES ARTICLES DE CONDITIONNEMENT SODIAC EMBALLAGES,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_99403fdc00739febdb4d,PERSON_JAPY_MATHIEU,MATHIEU JAPY,CO_DISTRIBUTION_ARTICLES_CONDITIONNEMENT_SODIAC_EMBALLAGES,SOCIETE DE DISTRIBUTION DES ARTICLES DE CONDITIONNEMENT SODIAC EMBALLAGES,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_c9dd24176b2993326ba6,PERSON_BENBRIK_NOUREDINE,NOUREDDINE BEN-BRIK,CO_DISTRIBUTION_ARTICLES_CONDITIONNEMENT_SODIAC_EMBALLAGES,SOCIETE DE DISTRIBUTION DES ARTICLES DE CONDITIONNEMENT SODIAC EMBALLAGES,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_679d70bcc3565eb7b324,PERSON_ABDESALEM_YASINE,YASSINE ABDESSALEM,CO_DISTRIBUTION_ARTICLES_CONDITIONNEMENT_SODIAC_EMBALLAGES,SOCIETE DE DISTRIBUTION DES ARTICLES DE CONDITIONNEMENT SODIAC EMBALLAGES,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_cbc72f51cad44e7496ef,PERSON_DKHILI_BELGACEM,BELGACEM DKHILI,CO_DISTRIBUTION_BOISSONS_CENTRE_SDBC,SOCIETE DE DISTRIBUTION DES BOISSONS DU CENTRE SDBC,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
