onset,terminus,tail,head,spell_id,role,layer,link_status
1421,Inf,4406,4407,SP_4d5297f95c145dcbdbfb,gerant,corporate,resolved
1418,Inf,4408,4409,SP_fa013e032304b3155d77,gerant,corporate,resolved
1382,Inf,1207,1208,SP_9520fafd936beb00e4d2,unspecified,corporate,resolved
574,Inf,4410,4411,SP_4a077f0975d7076ce609,gerant,corporate,resolved
1422,Inf,3751,4412,SP_e81ac2839031fdabdcc7,gerant,corporate,resolved
1399,Inf,450,4413,SP_a99141b1f88f8770af01,representant,corporate,resolved
1418,Inf,4414,4415,SP_4b4a9cd23f82a546da2a,gerant,corporate,resolved
1408,Inf,4416,2682,SP_bde56be35d528ef5281b,gerant,corporate,resolved
-Inf,Inf,165,366,SP_c7ee19ef51bdb4970deb,administrateur,corporate,ambiguous
1133,Inf,1860,4417,SP_90259f80b943482a2ba6,commissaire_aux_comptes,corporate,resolved
-Inf,Inf,4418,4419,SP_bd097cc6904298b7c51d,dg,corporate,resolved
-Inf,1128,3670,1903,SP_6de9d0d69b72a25c4b06,administrateur,corporate,resolved
-Inf,1128,3961,1903,SP_13525bd612d5aaf2ad5d,administrateur,corporate,resolved
-Inf,1128,4361,1903,SP_08a6b8f2dbb28a095c73,administrateur,corporate,resolved
-Inf,1128,3961,1903,SP_5395823fc9ef67ae33b1,president_ca,corporate,resolved
1421,Inf,4420,4421,SP_060f59a3e7139e6971ae,gerant,corporate,resolved
-Inf,1695,1371,526,SP_ebfa1373049577451594,gerant,corporate,ambiguous
1388,Inf,4422,4423,SP_1a13c324d038d3333361,gerant,corporate,ambiguous
1388,Inf,4424,4423,SP_94b3f5ce082a2dae3012,gerant,corporate,ambiguous
1424,Inf,4425,4426,SP_06ebdee9dcdd8d20051c,president_ca,corporate,resolved
1415,Inf,4427,4428,SP_60c059b900bcefc6abf1,gerant,corporate,resolved
1427,Inf,1364,4429,SP_9b12e986f7f23ea27e99,gerant,corporate,ambiguous
1430,Inf,4430,4431,SP_aa19fab66b41b0cf5f0e,gerant,corporate,resolved
1427,Inf,4432,4433,SP_a5d85909876a03790b1a,gerant,corporate,resolved
1412,1558,4434,1591,SP_f0ce813ad75f308aef51,gerant,corporate,ambiguous
1434,Inf,4435,4436,SP_dc655ac68e18bc751dc9,cogerant,corporate,resolved
1428,Inf,4437,4438,SP_3e734cb92b59ed86a1ad,gerant,corporate,resolved
-Inf,1170,1,1787,SP_78b7fc84171064030f19,unspecified,corporate,resolved
-Inf,1170,47,1787,SP_5492f7f0a598569989e0,unspecified,corporate,ambiguous
1204,Inf,631,632,SP_c86b71bf4316b2ab2458,president_ca,corporate,resolved
1204,Inf,4439,632,SP_d0622661f18136b4a35c,dg,corporate,resolved
1400,Inf,375,374,SP_dc0ab1d8070975b0aea6,administrateur,corporate,resolved
1400,Inf,4440,374,SP_76d3b53b78b7e25e8f16,administrateur,corporate,resolved
-Inf,Inf,263,697,SP_476742976babe5e8f1e1,gerant,corporate,resolved
-Inf,Inf,796,697,SP_dfa711a28aa06aa415cd,gerant,corporate,resolved
1427,Inf,4441,4442,SP_83252c615daf723f1df7,gerant,corporate,resolved
1431,Inf,4443,4444,SP_5f606a2c6c84d7f2945f,gerant,corporate,ambiguous
-Inf,Inf,4445,4446,SP_248d8c80ab05afc800c1,gerant,corporate,resolved
-Inf,Inf,3210,4447,SP_3f8e43f8167a917d7e75,gerant,corporate,ambiguous
1437,Inf,4448,4449,SP_53f06c3c86cda486fda3,gerant,corporate,resolved
-Inf,Inf,695,4450,SP_3fd7d4b840c0eccec353,gerant,corporate,resolved
1436,Inf,4451,4452,SP_2381ab1755c849dcba86,gerant,corporate,resolved
1420,Inf,4453,4454,SP_c9ffe762705ca82ffa60,gerant,corporate,resolved
1430,Inf,4455,4456,SP_df238ff20e7dbf29871e,gerant,corporate,resolved
1394,Inf,131,4457,SP_d79cace327049bad42c1,president_ca,corporate,resolved
1441,Inf,4458,4459,SP_7dab14cd92a00d815f7e,gerant,corporate,resolved
1442,Inf,4460,4461,SP_2a875b840c41adcb9ffd,gerant,corporate,ambiguous
1438,Inf,4462,4463,SP_5db4f75e765283f67a3e,gerant,corporate,resolved
1195,Inf,90,4464,SP_7a1c3b64ea984cf2914a,gerant,corporate,resolved
-Inf,Inf,1065,4465,SP_4f22d289b6039d6a5a08,pdg,corporate,ambiguous
-Inf,Inf,1067,4465,SP_a76cc2627c25ce60e8cc,dga,corporate,ambiguous
-Inf,1386,4466,4467,SP_abd05cd937f6df72fc0f,dg,corporate,ambiguous
-Inf,Inf,4196,4468,SP_1a4829f3224913c31b90,gerant,corporate,ambiguous
1353,Inf,4469,4470,SP_426ac919d640991db79a,commissaire_aux_comptes,corporate,resolved
1441,Inf,2087,4471,SP_d90cadbb09f8d2412ae6,gerant,corporate,ambiguous
1443,Inf,4472,4473,SP_be67e110641f7380614d,gerant,corporate,resolved
1238,Inf,4474,4475,SP_5d3f77cfae90878c7cba,administrateur,corporate,resolved
1238,Inf,4476,4475,SP_dce54c56b14c1d5a1be4,administrateur,corporate,resolved
1238,Inf,4477,4475,SP_bdb52a48a4ca1f43a2d5,administrateur,corporate,resolved
-Inf,Inf,832,850,SP_7ffea110cd454e86e185,administrateur,corporate,resolved
-Inf,Inf,173,4478,SP_8993e2a20ba2256072cc,pdg,corporate,resolved
1359,Inf,3775,4479,SP_9e854ac5410960a901cb,gerant,corporate,ambiguous
1449,Inf,4480,4481,SP_fda49f35ffd31b8b3c11,vice_president,corporate,resolved
1449,Inf,4482,4481,SP_673d22f2f7039e9b753a,secretaire_general,corporate,resolved
1449,Inf,4483,4481,SP_245184bc84eee7f01ead,secretaire_general_adj,corporate,resolved
1449,Inf,4484,4481,SP_be564c769990e03f957d,treasurer,corporate,resolved
1415,Inf,3380,4485,SP_72887021e1f802feebb1,unspecified,corporate,ambiguous
1415,Inf,2562,4485,SP_645a7d30cae62c98b169,unspecified,corporate,ambiguous
1415,Inf,3380,4485,SP_956409c501e9a0a3563a,president_ca,corporate,ambiguous
1436,Inf,2133,4486,SP_8ea22a7a4fde11f1855f,gerant,corporate,resolved
1431,Inf,4487,4488,SP_8626a6fac5199fdd7817,dga,corporate,resolved
-Inf,1432,4440,374,SP_ba66907bb60deecafd84,president_ca,corporate,resolved
1399,Inf,779,780,SP_a326fd70c0a513215613,unspecified,corporate,ambiguous
1399,Inf,4489,780,SP_fbe4103c19873a8b8e0e,unspecified,corporate,ambiguous
1420,Inf,4490,4491,SP_c954ff24cc914477025d,gerant,corporate,resolved
1438,Inf,4492,4493,SP_006a1dff1d56a42aa00d,pdg,corporate,resolved
1444,Inf,4494,4495,SP_5459dedf64a49f9c6c77,gerant,corporate,resolved
-Inf,Inf,1212,4496,SP_4aa6dbca735edc921c62,dg,corporate,resolved
440,Inf,4497,4496,SP_32950e15813e24df15d9,administrateur_delegue,corporate,ambiguous
-Inf,Inf,1212,4496,SP_bb0845bfc5c7ec325548,administrateur,corporate,resolved
-Inf,Inf,3215,4496,SP_34cc36dcb35be8cc43d1,administrateur,corporate,resolved
-Inf,Inf,4498,4496,SP_9245c23f923a656a52fc,administrateur,corporate,ambiguous
-Inf,Inf,4497,4496,SP_105485c9eca2a64fb1f6,administrateur,corporate,ambiguous
1451,Inf,74,4499,SP_798896e5606f37e9b99f,gerant,corporate,resolved
1448,Inf,4500,4501,SP_7c9e1c3c47852522f481,gerant,corporate,resolved
1450,Inf,298,4502,SP_5e4bd15f0677f375b64e,gerant,corporate,resolved
1449,Inf,4503,4504,SP_7e06dc3a01d085360cff,gerant,corporate,resolved
1449,Inf,84,4505,SP_69233ac3a35c90b75c11,gerant,corporate,ambiguous
1450,Inf,4506,4507,SP_5bf614a3a12718890de5,gerant,corporate,resolved
1449,Inf,2594,2595,SP_e9b208a0fc38868873ee,president_ca,corporate,resolved
1217,Inf,4508,4509,SP_4588bdf24c336567313a,gerant,corporate,resolved
1460,Inf,1283,4510,SP_138f48b7648ead8317fa,gerant,corporate,resolved
1434,Inf,4511,4512,SP_ac7d24ac70e38584ca60,gerant,corporate,resolved
1372,Inf,4513,3566,SP_ce6055cc8f3d87e6070c,administrateur,corporate,ambiguous
1434,Inf,2211,4514,SP_4627e2220f759f27b0b6,administrateur,corporate,ambiguous
1465,Inf,4515,4516,SP_ff6eed8cebf35260f2dd,gerant,corporate,resolved
1369,Inf,1431,4517,SP_5388c28ea378e937e5ba,cogerant,corporate,resolved
-Inf,Inf,4518,4519,SP_34a2bd0a929fc8288f05,gerant,corporate,resolved
1456,Inf,4520,4521,SP_9235c27b111828f2df2d,gerant,corporate,ambiguous
1430,Inf,4522,4523,SP_fdef09373245e982345b,gerant,corporate,resolved
1444,Inf,4524,4525,SP_cd4961d5c20422253081,gerant,corporate,resolved
931,Inf,4526,4527,SP_6aab14fe35a54fabde04,member,corporate,resolved
931,Inf,4528,4527,SP_1ccf80353f0c0679a5b7,member,corporate,resolved
931,Inf,1948,4527,SP_c151bdbbbe58253141a1,member,corporate,ambiguous
931,Inf,2084,4527,SP_79c0026607c9c7654ac3,member,corporate,ambiguous
-Inf,931,4529,4527,SP_c9d6fe8efa175a05b22a,administrateur,corporate,resolved
-Inf,931,4530,4527,SP_849779ff39a82ed88fc8,administrateur,corporate,resolved
931,Inf,975,4527,SP_3d1cff99a4af7c1fb6e3,president_ca,corporate,resolved
931,Inf,4531,4527,SP_ea4b2dc6212c0b9c6279,actionnaire,corporate,resolved
931,Inf,1948,4527,SP_700e4fb981161cdc4b5d,unspecified,corporate,ambiguous
1374,Inf,394,4532,SP_9624050e367cbc5e4cd3,vice_president,corporate,resolved
-Inf,1449,4533,4534,SP_ca805f354c072d085d9c,gerant,corporate,resolved
1457,Inf,4535,4536,SP_85699fd18b8da886be11,president_ca,corporate,resolved
1457,Inf,4537,4536,SP_66dcb55cc85ca5fae522,dg,corporate,resolved
1470,Inf,4538,2693,SP_c9d1d728cab651eb4c5f,association_president,corporate,resolved
1451,Inf,469,4539,SP_6f8779dee7785e6380cd,gerant,corporate,resolved
1465,Inf,4540,4541,SP_0ac62d368643356e1b2a,administrateur,corporate,resolved
1465,Inf,4542,4541,SP_402288cfcd2fb3de59dc,administrateur,corporate,resolved
1465,Inf,4543,4541,SP_1a330a0de11b12b50a67,administrateur,corporate,resolved
1371,Inf,4544,4545,SP_6bb20afb13a7a6b31a60,association_president,corporate,resolved
1472,Inf,4546,4547,SP_a9944d51fad5126cc597,administrateur,corporate,resolved
1472,Inf,4548,2031,SP_d185ef1325897d0c1179,administrateur,corporate,resolved
1472,Inf,4549,2031,SP_038436e630d64244f75b,administrateur,corporate,resolved
1472,Inf,4550,4551,SP_62c5c1d5ffcc5db20a4b,gerant,corporate,ambiguous
1400,Inf,4552,4553,SP_e3c950102452a28004ac,president_ca,corporate,resolved
1400,Inf,4554,4553,SP_5df784a431139190e8eb,dg,corporate,resolved
1373,Inf,4555,4556,SP_65efe817887ff0bba348,gerant,corporate,resolved
1448,Inf,3065,4557,SP_9a5c5f2b06c49960caf3,gerant,corporate,resolved
1456,Inf,1735,4558,SP_e182b42cbcc3c67995bb,gerant,corporate,resolved
1477,Inf,4559,4560,SP_a30aedff5ff7214c2caa,gerant,corporate,resolved
-Inf,1459,4561,4562,SP_4c2d46f1607e162d0da1,pdg,corporate,resolved
-Inf,1449,4563,4564,SP_65ac342b979d3a0db3d0,dg,corporate,resolved
-Inf,Inf,736,4565,SP_7370d0efb4c6a4615ed8,administrateur,corporate,ambiguous
-Inf,Inf,4566,4565,SP_13973266060082f30d77,administrateur,corporate,resolved
-Inf,1275,4567,4568,SP_8d53377c5697f5d4dd66,gerant,corporate,resolved
1275,Inf,4569,4568,SP_ff4f1a9d4a550964ef88,gerant,corporate,resolved
-Inf,1430,274,1591,SP_a83c7bd8fab4382fcf75,gerant,corporate,ambiguous
1437,Inf,29,4570,SP_b7ec21acdee43c2b845b,cogerant,corporate,resolved
1472,Inf,4571,4572,SP_5d083f0255a1e0128334,gerant,corporate,resolved
1476,Inf,681,4573,SP_39c4c61f5c1da02bdfbc,gerant,corporate,resolved
1472,Inf,4574,4575,SP_6246998c2961ae6c0ccb,dga,corporate,ambiguous
-Inf,Inf,4576,4577,SP_af6812abf904f4a491ca,gerant,corporate,resolved
1469,Inf,1546,2277,SP_a0f11dcc4807485f6a86,gerant,corporate,ambiguous
1240,Inf,4578,4579,SP_dd88a8fc106f85331a09,president_ca,corporate,resolved
1458,Inf,4580,4581,SP_15dd613dfc7c5181f0be,president_ca,corporate,ambiguous
1479,Inf,4582,4583,SP_1222db4925c36d5cf041,gerant,corporate,resolved
1470,Inf,4584,4585,SP_ba1706016085bc47d8ac,gerant,corporate,resolved
1479,Inf,4586,4587,SP_b715c9c91266d9d95bf9,gerant,corporate,resolved
1452,Inf,4588,4589,SP_6b8881566dc13ff10f33,pdg,corporate,ambiguous
1462,Inf,3674,4590,SP_ef89e79a620835635c3d,gerant,corporate,resolved
-Inf,Inf,2188,4591,SP_46e3c8c990f1a18d2a95,pdg,corporate,ambiguous
-1302,Inf,676,4592,SP_e5f5029683d038803209,gerant,corporate,resolved
1472,1526,4593,176,SP_b2ea3f7f570581dccc2e,gerant,corporate,ambiguous
1441,Inf,2296,4594,SP_9bf414581ba719ea589b,pdg,corporate,resolved
1471,Inf,4595,4596,SP_5b46b17abb91c8954f0e,gerant,corporate,resolved
1485,Inf,198,4597,SP_603e50fa408f0901a625,gerant,corporate,resolved
1294,Inf,450,4598,SP_997401fa8ae6d7857a26,member,corporate,resolved
1486,Inf,1364,3401,SP_4a259c3899a40be39c80,gerant,corporate,resolved
-Inf,Inf,232,4599,SP_a5888ef5dad279c665f6,pdg,corporate,ambiguous
747,Inf,3509,4380,SP_dd242dcf4199cca74c33,president_ca,corporate,resolved
1490,Inf,4600,4601,SP_efe588b7ee486decd736,gerant,corporate,ambiguous
1472,Inf,4602,4603,SP_0dd1232aaa166617545e,gerant,corporate,resolved
1483,Inf,4604,4605,SP_f182ba9f6ec8b546afe3,gerant,corporate,resolved
-Inf,Inf,4606,3601,SP_0ea5f7d79f8798c001ad,administrateur,corporate,ambiguous
1388,Inf,4607,4608,SP_2cb7b736cc2c65e70dad,gerant,corporate,resolved
1490,Inf,4609,4610,SP_ba11e4120cbb96000370,gerant,corporate,resolved
1431,Inf,3369,758,SP_7c83ab0cc4c80d28da24,gerant,corporate,resolved
-Inf,150,1361,3414,SP_7d0064301eed3340722e,unspecified,corporate,ambiguous
1262,Inf,4611,4612,SP_57f3383919ff1051c70e,president_ca,corporate,resolved
-Inf,Inf,4498,4613,SP_1eb6c5ab1a258d6c1554,pdg,corporate,ambiguous
1500,Inf,1767,1980,SP_9ac1d89e0c6026305b3e,gerant,corporate,resolved
1500,Inf,4614,1980,SP_a5babc5ab73fe6298047,cogerant,corporate,resolved
1502,Inf,4615,4616,SP_ba756838bb3cb5cb0fb3,gerant,corporate,resolved
1502,Inf,4617,4616,SP_78280d8c335a09c97e79,gerant,corporate,resolved
1491,Inf,4618,4619,SP_8912082b9bebb52283f6,gerant,corporate,resolved
1472,Inf,4620,4621,SP_becc5f5a3836617b2644,gerant,corporate,resolved
1492,Inf,4622,4623,SP_4d0900c3323a2858fc28,gerant,corporate,ambiguous
1485,Inf,4624,4625,SP_d5dd10d02e87293143b8,associe,corporate,resolved
1266,Inf,4626,4125,SP_494ae4e18e84dc1a6d04,dg,corporate,resolved
1199,Inf,4627,4628,SP_78cbbc77a92c5c41b3a9,commissaire_aux_comptes,corporate,resolved
1199,Inf,4629,4628,SP_e43787ec8489e27dbf00,commissaire_aux_comptes,corporate,resolved
1199,Inf,4630,4628,SP_b6be302c0b189245629f,commissaire_aux_comptes,corporate,resolved
1500,Inf,4631,4632,SP_1744d0086f3b453d6219,gerant,corporate,resolved
440,Inf,3615,4633,SP_bbfea021d7e574efc648,president_ca,corporate,ambiguous
1453,Inf,4634,4635,SP_930e385911898e30b9aa,gerant,corporate,resolved
1453,Inf,4636,4635,SP_a56ae0364dc63aeb4cf6,gerant,corporate,resolved
1270,Inf,4637,4638,SP_425b73a5a0c3378950cb,gerant,corporate,resolved
-Inf,Inf,840,4639,SP_7dc0c51c88d43fefde4f,gerant,corporate,resolved
-275,Inf,394,4639,SP_b80bc7b51cde68e41f03,gerant,corporate,ambiguous
-275,Inf,840,4639,SP_f4e4b9b58a35ec2eec91,cogerant,corporate,resolved
1467,Inf,101,102,SP_96c56bbd31de1a998160,gerant,corporate,ambiguous
1493,Inf,95,4640,SP_88d5685d0de193ce0a41,gerant,corporate,resolved
1411,Inf,4641,4642,SP_6f7ead16b3dc035464fb,gerant,corporate,resolved
1462,Inf,4643,4644,SP_4f18c11c6c88125d58e3,gerant,corporate,ambiguous
1502,Inf,4645,4646,SP_7b02bb4dbe6e852bb302,gerant,corporate,resolved
1434,Inf,4647,4648,SP_073d7a59d240862e1581,gerant,corporate,resolved
1252,Inf,2129,4649,SP_f136b7c2517ece039130,pdg,corporate,ambiguous
1462,Inf,3778,4650,SP_2ad4157ec6f8b626b661,gerant,corporate,resolved
1509,Inf,2512,4651,SP_28926c78d5c90404e284,gerant,corporate,resolved
1483,Inf,4652,2009,SP_d7f92fd6f723390f9784,president_ca,corporate,resolved
-Inf,1483,2008,2009,SP_d303d16049e30a447a06,administrateur,corporate,resolved
1483,Inf,4652,2009,SP_4d48085d2ad5e20c014a,administrateur,corporate,resolved
1483,Inf,4653,2009,SP_4118570c744cce752781,administrateur,corporate,resolved
1497,Inf,4654,4655,SP_27b92bcc00afc3e4fbb7,gerant,corporate,resolved
-Inf,1483,2309,4656,SP_54a7ab20a1464d7474e6,gerant,corporate,resolved
1485,Inf,4657,4658,SP_e5b5cc02dbcecc91df6f,gerant,corporate,resolved
1414,Inf,3875,1700,SP_b9835d7ec81925f95d93,administrateur_delegue,corporate,resolved
1514,Inf,1860,4659,SP_d7dccd1bc1f03e05c407,association_president,corporate,ambiguous
1514,Inf,4660,4659,SP_deca5759c2eac291fb40,vice_president,corporate,ambiguous
1514,Inf,3968,4659,SP_d5472ee80ae0b2a1cc0f,secretaire_general,corporate,ambiguous
1514,Inf,2211,4659,SP_2c42982e92cdb484a3d4,secretaire_general_adj,corporate,ambiguous
1514,Inf,4661,4659,SP_52e691889a7506920dbd,treasurer,corporate,ambiguous
1514,Inf,4662,4659,SP_420f9f49fb26bf4b1935,treasurer,corporate,ambiguous
1477,Inf,4663,4664,SP_08635c2b42d9ffc3c8df,gerant,corporate,ambiguous
1213,Inf,620,1616,SP_c213220a5eda8ea67cb7,unspecified,corporate,resolved
1213,Inf,3781,1616,SP_b3e62b4485f52eb66cc6,unspecified,corporate,resolved
1213,Inf,1615,1616,SP_447e1a570558cd28ca4b,unspecified,corporate,resolved
1213,Inf,4665,1616,SP_e74f8371f88911d9ada2,unspecified,corporate,resolved
1213,Inf,4666,1616,SP_1812bbcbef68cbecb428,unspecified,corporate,resolved
1213,Inf,4667,1616,SP_418a53d988b8a36bcbd4,unspecified,corporate,resolved
440,Inf,198,197,SP_fb392a7841ea2203874b,pdg,corporate,resolved
1450,Inf,4668,4669,SP_51087f57d736356358d8,association_president,corporate,ambiguous
1450,Inf,4670,4669,SP_3bb292980ead18376f2b,vice_president,corporate,ambiguous
1450,Inf,4671,4669,SP_8d2568755829bfed3922,secretaire_general,corporate,ambiguous
1450,Inf,4672,4669,SP_9e7680b84384af17b50d,secretaire_general_adj,corporate,ambiguous
1450,Inf,4673,4669,SP_ca9647bc63822c9d4c7c,treasurer,corporate,ambiguous
1512,Inf,4674,4675,SP_5a9d970ecdfc45d8ddcb,gerant,corporate,resolved
1493,Inf,4676,4677,SP_3999c13c22632d0b7215,gerant,corporate,resolved
1507,1764,676,4678,SP_869635102546a2f91ba6,gerant,corporate,resolved
1414,Inf,129,4679,SP_14c5d8c9c44f110d74eb,pdg,corporate,ambiguous
1480,Inf,3775,4680,SP_0e478cddef1884bd9753,gerant,corporate,ambiguous
1513,Inf,4681,4682,SP_e69ea0c35ecb8c9e98ea,gerant,corporate,resolved
1513,Inf,4683,4682,SP_cb7d387fbd6b26dc3f7d,gerant,corporate,resolved
1436,Inf,1637,4684,SP_16ae5bf0b35faa33996c,gerant,corporate,resolved
1358,Inf,958,4685,SP_7740c66bc1d6098c84d9,administrateur,corporate,resolved
1358,Inf,79,4685,SP_d477e984463c34b0f343,administrateur,corporate,resolved
1323,Inf,958,4685,SP_e8b1c51747f1dd94c8cc,pdg,corporate,resolved
1418,Inf,4686,4687,SP_65df109a21ad0bf108af,gerant,corporate,ambiguous
1508,Inf,2010,4688,SP_79be12207ab56a1cd154,gerant,corporate,resolved
1484,Inf,4305,4689,SP_edcc837681c74cbf0545,cogerant,corporate,resolved
-Inf,1505,4690,4691,SP_d79e77889dffbfd15401,gerant,corporate,resolved
-Inf,1505,4692,4691,SP_1062f559caf44998221b,gerant,corporate,ambiguous
-Inf,1505,4693,4691,SP_f895f08432e7d7be534c,gerant,corporate,ambiguous
-Inf,1505,4694,4691,SP_3fc0d78cf076af6c27b0,gerant,corporate,ambiguous
1507,Inf,844,4695,SP_d4a8ccfe3c9d19882afb,gerant,corporate,resolved
1501,Inf,4696,4697,SP_788b4ea31042fe713297,administrateur,corporate,ambiguous
1430,Inf,4698,4699,SP_12889bcf549cec4258aa,president_ca,corporate,resolved
1430,Inf,4700,4699,SP_bae427f112f27242482a,dg,corporate,resolved
-Inf,Inf,181,4701,SP_9f2bb83de3a73b676212,gerant,corporate,ambiguous
1512,Inf,4702,4703,SP_b80b9381118e2cf57b95,gerant,corporate,ambiguous
1512,Inf,4704,4703,SP_e278f8ad1e291ab5b3da,gerant,corporate,ambiguous
1512,Inf,1172,3185,SP_0b7384d13af116b99f7b,gerant,corporate,ambiguous
1518,Inf,4705,4706,SP_29a282295a31ac6b3000,gerant,corporate,resolved
1518,Inf,4707,4706,SP_3ea13d3b69088ed4f774,cogerant,corporate,resolved
1518,Inf,4708,4709,SP_a0f52476877223fa4a09,gerant,corporate,resolved
1417,Inf,4710,1691,SP_724bd7bb725479e6bfe4,association_president,corporate,resolved
1499,Inf,3344,4711,SP_fcfe743a3dd5e6bf20d8,gerant,corporate,resolved
1473,Inf,3864,4712,SP_661f0b1e180ed5071cb7,gerant,corporate,ambiguous
1500,Inf,4713,4714,SP_acd3be0faf4ead1c41b4,gerant,corporate,resolved
-Inf,1511,4715,3733,SP_31fae67b1f4b5ce00750,gerant,corporate,resolved
-Inf,1515,4716,4717,SP_9fdbfd334618abf7157b,gerant,corporate,resolved
1220,Inf,4718,4719,SP_5339ce283337b6a4cbb2,gerant,corporate,resolved
1510,Inf,4720,2793,SP_6494dd1a403c007cd5a8,gerant,corporate,resolved
1530,Inf,4721,4722,SP_3c041a634909a7125a5f,association_president,corporate,resolved
1530,Inf,4723,4722,SP_dfa1c982d2e18b34adfa,secretaire_general,corporate,resolved
1530,Inf,4724,4722,SP_16a2c91208d7fc8c3a6b,treasurer,corporate,resolved
1444,Inf,4725,3334,SP_b741a189cf0443c0827d,administrateur,corporate,ambiguous
1490,Inf,4726,4727,SP_7a9c2dfad3d9dec03ff5,administrateur,corporate,ambiguous
1429,Inf,4728,2939,SP_3ff701927577f451b386,unspecified,corporate,resolved
1429,Inf,4729,2939,SP_f35701e94284d0a622c3,unspecified,corporate,resolved
1429,Inf,450,2939,SP_27be1468edc1557922e1,unspecified,corporate,resolved
1429,Inf,1063,2939,SP_663f025ae96ed67f4545,unspecified,corporate,resolved
1429,Inf,2309,2939,SP_53e0b6e6cdd82a0ed785,unspecified,corporate,resolved
1462,Inf,4730,4731,SP_ebbc9d693b0b8d385908,gerant,corporate,resolved
1514,Inf,4455,4732,SP_d1ea3f97f3171379c11f,gerant,corporate,resolved
1522,Inf,1310,4733,SP_5e19e801b58ed464df37,gerant,corporate,resolved
1526,Inf,339,4734,SP_8b66c3cb0c90c9fb490d,gerant,corporate,resolved
1537,Inf,4735,4736,SP_781f39001286c6438e24,administrateur,corporate,resolved
1537,Inf,4737,4736,SP_feb7c593eb982f13f33b,administrateur,corporate,resolved
1537,Inf,4738,4736,SP_f4f8ce4cef285295a759,administrateur,corporate,resolved
1520,Inf,4739,4740,SP_d916ec0aa8cff5d21c52,representant,corporate,resolved
1520,Inf,4741,4740,SP_c728ef85dc9241f44525,dg,corporate,resolved
1526,Inf,4742,4743,SP_e29eec36a76df95a86ec,gerant,corporate,resolved
1519,Inf,298,4744,SP_4adc8a9f84c498c6e5c4,gerant,corporate,resolved
1516,Inf,4745,1971,SP_5c3b684237c56a89a1c3,gerant,corporate,resolved
1516,Inf,1970,1971,SP_3061763b2cb52b108ea4,cogerant,corporate,resolved
1521,Inf,49,4746,SP_dba5c470b7080bb505eb,association_president,corporate,resolved
1521,Inf,4747,4746,SP_54b3149aad7ebd354b40,dg,corporate,resolved
1534,Inf,1649,4748,SP_3feba653c6beefd06a71,gerant,corporate,resolved
1288,Inf,958,959,SP_69830fa531a8acaaa96a,pdg,corporate,resolved
1523,Inf,4749,4750,SP_34ded24d79eefd96755e,gerant,corporate,ambiguous
1522,Inf,13,4751,SP_ffa46cabae2986463773,president_ca,corporate,resolved
1347,Inf,4752,4753,SP_09cb42399d74116706ee,gerant,corporate,resolved
1520,Inf,4754,4755,SP_4fa9f8c0e6e6452c6f4f,gerant,corporate,resolved
1483,Inf,2767,4756,SP_2532404c1a9ed9e5b898,gerant,corporate,resolved
1526,1606,4757,176,SP_fcbf1869cb7362468a01,gerant,corporate,ambiguous
1470,Inf,4758,4759,SP_eaeaf23885d7f6344b47,association_president,corporate,ambiguous
1470,Inf,4760,4759,SP_2564d12525e8529246ed,vice_president,corporate,ambiguous
1470,Inf,4761,4759,SP_5f73b790bae8787d1638,secretaire_general,corporate,ambiguous
1470,Inf,2553,4759,SP_01c5cfdab37c702772fd,treasurer,corporate,ambiguous
1542,Inf,4762,4763,SP_d1c421a81905aca1c52e,association_president,corporate,resolved
1542,Inf,4764,4763,SP_093e476efc05aa8bfc18,secretaire_general,corporate,resolved
1542,Inf,4765,4763,SP_38f9cf8247f32a3e9aa6,treasurer,corporate,resolved
1520,Inf,4766,4767,SP_8f76c820a22fa0e582b2,gerant,corporate,resolved
1520,Inf,4768,4767,SP_d9ee74f40a66f4c3cdf3,gerant,corporate,resolved
-Inf,Inf,4769,4770,SP_ff8a3abe6eab9d813e8b,pdg,corporate,ambiguous
1495,1495,339,4771,SP_41bab8b9776ea849d178,liquidateur,corporate,resolved
1350,Inf,76,4772,SP_b7d83a80beed16614e82,pdg,corporate,resolved
1539,Inf,4773,4774,SP_fe51af81427a28564259,gerant,corporate,resolved
1547,Inf,4775,4776,SP_544179facb11c03b4653,gerant,corporate,resolved
1490,Inf,408,727,SP_f69a12d442849de1f07e,administrateur,corporate,resolved
1543,Inf,2006,2390,SP_3539da48ca1adde04f56,gerant,corporate,ambiguous
-Inf,1532,1913,4777,SP_cf6994bc27a5ea9201bc,gerant,corporate,resolved
1532,Inf,4686,4777,SP_f2c41ca216b1e9ae071f,gerant,corporate,resolved
1527,Inf,4778,4779,SP_a699daea83c15979ffba,gerant,corporate,resolved
1542,Inf,4780,4781,SP_694742ed8fae6a4b6148,gerant,corporate,resolved
1542,Inf,3053,4782,SP_eda1ced846b50a3b5f22,gerant,corporate,resolved
1536,Inf,1649,4783,SP_157c046a823219de2167,gerant,corporate,resolved
1506,Inf,3157,4784,SP_4ade51056cb51eed6f92,gerant,corporate,resolved
1512,Inf,4785,4786,SP_262c4464338b92c2b15b,gerant,corporate,resolved
1534,Inf,4787,4788,SP_4b3a04a87858f2643f39,gerant,corporate,ambiguous
1541,Inf,4789,4790,SP_95352cf89b66c555e895,gerant,corporate,resolved
1528,1567,4791,4792,SP_e591a95de3fe7900259b,administrateur,corporate,ambiguous
