family_a,family_b,period,marriages,marriages_cumulative,first_period
Bouzgarrou,Ghachem,1925,1,1,1925
Bouzgarrou,Snoussi,1925,1,1,1925
Bouzid,Saad,1925,1,1,1925
Bouzouita,Kooli,1925,1,1,1925
Bouzrara,Hached,1925,1,1,1925
Braham,Charfeddine,1925,1,1,1925
Brahim,Erraïsi,1925,1,1,1925
Brahim,Ghattas,1925,1,1,1925
Brahim,Hayder,1925,1,1,1925
Brahim,Midouni,1925,1,1,1925
Brinis,Ghaliounji,1925,1,1,1925
Caron,Memmi,1925,1,1,1925
Chaabane,Zbouna,1925,1,1,1925
Chaabani,Kebir,1925,1,1,1925
Chaari,Hached,1925,1,1,1925
Chaari,Hmida,1925,1,2,1850
Chaari,Khoufi,1925,1,1,1925
Chaari,Mahjoub,1925,1,3,1900
Chaari,Mrad,1925,2,3,1900
Chaari,Samet,1925,1,1,1925
Chaari,Zidi,1925,1,1,1925
Chabbeh,Chedli,1925,1,1,1925
Chabbouh,Mrabet,1925,1,1,1925
Chabchoub,Hentati,1925,1,1,1925
Chadou,Logani,1925,1,1,1925
Chadou,Mahmoud,1925,1,1,1925
Chadou,Tirari,1925,1,1,1925
Chahed,Gaigi,1925,1,1,1925
Chahed,Trabelsi,1925,1,1,1925
Chahmi,Denguezli,1925,1,1,1925
Chahmi,Haouas,1925,1,1,1925
Chahmi,Menzeli,1925,1,1,1925
Chahtour,Hemriti,1925,3,3,1925
Chaibi,Chiboub,1925,1,1,1925
Chaker,Kriaa,1925,1,1,1925
Challouf,Mrad,1925,1,1,1925
Chamakh,Denguezli,1925,1,1,1925
Chamari,Daghfous,1925,1,1,1925
Chamari,Khalifa,1925,1,1,1925
Chamari,Landolsi,1925,1,1,1925
Chamari,Mrad,1925,1,1,1925
Chamekh,Hayder,1925,1,1,1925
Chammam,Miled,1925,1,1,1925
Chaouachi,Khalsi,1925,1,1,1925
Charchour,Gargani,1925,1,1,1925
Charchour,Hachicha,1925,1,1,1925
Charchour,Sayah,1925,1,1,1925
Charfeddine,Saidane,1925,1,1,1925
Charfi,Cheikh,1925,1,1,1925
Charrad,Mrad,1925,1,1,1925
Charrada,Maamouri,1925,1,1,1925
Chatelier,Larguèche,1925,1,1,1925
Chateur,Jeribi,1925,1,1,1925
Chatti,Kahia,1925,1,1,1925
Chaâbane,Chelli,1925,1,1,1925
Chaâbane,Jeljeli,1925,1,1,1925
Chaâbane,Mezni,1925,1,1,1925
Chebaane,Memmi,1925,1,1,1925
Chebil,Chenaina,1925,1,1,1925
Chebil,Hayder,1925,2,2,1925
Chebil,Kharrat,1925,1,1,1925
Chedli,Grami,1925,1,1,1925
Chedli,Mabrouk,1925,1,1,1925
Chedli,Mlayah,1925,1,1,1925
Chedli,Slimane,1925,1,1,1925
Chedli,Tounes,1925,1,1,1925
Chedli,Tounsi,1925,1,1,1925
Chedly,Cheikh,1925,1,1,1925
Chedly,Hefaf,1925,1,1,1925
Chedly,Hentati,1925,1,1,1925
Cheikh,Gana,1925,1,1,1925
Cheikh,Osman,1925,1,1,1925
Chelaifa,Hamza,1925,1,1,1925
Chelaifa,Khouja,1925,1,1,1925
Chelaifa,Romdhane,1925,1,3,1875
Chelbi,Khaznadar,1925,1,2,1900
Chelbi,Lakhdar,1925,1,1,1925
Chelbi,Osman,1925,1,1,1925
Chelbi,Salem,1925,1,1,1925
Chelbi,Toumi,1925,1,1,1925
Chelli,Khaddar,1925,1,1,1925
Cherif,Darghouth,1925,1,1,1925
Cherif,Hassouna,1925,1,1,1925
Cherif,Kaddour,1925,1,1,1925
Cherif,Mahbouli,1925,1,1,1925
Cherif,Messaoud,1925,1,1,1925
Cherif,Messaoudi,1925,1,1,1925
Cherif,Mlouka,1925,1,1,1925
Cherif,Mrad,1925,1,1,1925
Cherif,Rejab,1925,2,2,1925
Cherif,Riahi,1925,3,4,1900
Cherif,Saïda,1925,1,1,1925
Cherif,Troudi,1925,1,1,1925
Cherif,Zaafrani,1925,2,2,1925
Cherif,Zouhir,1925,1,1,1925
Cherifa,Ouahchi,1925,1,1,1925
Cherifa,Zbidi,1925,2,2,1925
Chiboub,Zid,1925,1,2,1875
Chihaoui,Mrad,1925,1,1,1925
Chkondali,Gara,1925,1,1,1925
Chonee,Stambouli,1925,1,1,1925
Chouaiech,Hassine,1925,1,1,1925
Chouchene,Mrad,1925,1,1,1925
Chtioui,Driss,1925,2,2,1925
Chtioui,Esseghir,1925,1,1,1925
Colette,Kassar,1925,1,1,1925
Combas,Stambouli,1925,1,1,1925
Daaloul,Mrabet,1925,1,1,1925
Daghfous,Elheni,1925,1,1,1925
Daghfous,Mghirbi,1925,1,1,1925
Dakhlaoui,Gordah,1925,1,1,1925
Dalmais,Saad,1925,1,1,1925
Damir,Hamba,1925,1,1,1925
Dannouni,Mghazli,1925,1,1,1925
Daoud,Ennaifer,1925,1,1,1925
Daoud,Mlouka,1925,1,1,1925
Daoud,Selmene,1925,1,1,1925
Daoulette,Ghariani,1925,1,1,1925
Darghouth,Djemali,1925,1,1,1925
Darghouth,Douagi,1925,1,1,1925
Darghouth,Ghariani,1925,1,1,1925
Darghouth,Hentati,1925,1,2,1900
Darghouth,Lakhoua,1925,1,1,1925
Darghouth,Longo,1925,1,1,1925
Darghouth,Weinwisser,1925,1,1,1925
Darghouth,Zneiguia,1925,1,1,1925
Debbiche,Ghariani,1925,1,1,1925
Dellagi,Hlioui,1925,1,1,1925
Derouiche,Djilani,1925,1,1,1925
Derouiche,Larbi,1925,1,1,1925
Derouiche,Zammit,1925,1,1,1925
Dhaou,Hachaichi,1925,1,1,1925
Dhiaf,Ennigrou,1925,1,1,1925
Dhiaf,Ghenia,1925,1,1,1925
Dhiaf,Gorgi,1925,1,1,1925
Dhiaf,Hechmi,1925,1,1,1925
Dhrif,Guebila,1925,1,1,1925
Dimassi,Kooli,1925,1,1,1925
Dimassi,Najet,1925,1,1,1925
Dimassi,Rassaa,1925,1,1,1925
Dimassi,Zeïneb,1925,1,1,1925
Dimon,Guellouz,1925,1,1,1925
Djait,Hentati,1925,1,1,1925
Djellouli,Siala,1925,1,1,1925
Djemali,Eparvier,1925,1,1,1925
Djemali,Ferjani,1925,1,1,1925
Djemali,Harzallah,1925,1,1,1925
Djemali,Jelassi,1925,1,1,1925
Djemali,Lahoual,1925,1,1,1925
Djemali,Mzali,1925,1,1,1925
Djemali,Sanaa,1925,1,1,1925
Djemali,Tarhouni,1925,1,1,1925
Djemali,Turki,1925,1,1,1925
Djilani,Ennaifer,1925,1,1,1925
Djilani,Kabani,1925,1,1,1925
Djilani,Karoui,1925,1,2,1900
Djilani,Lakhoua,1925,1,1,1925
Djilani,Laville,1925,1,1,1925
Djilani,Meherzi,1925,1,1,1925
Djilani,Zanned,1925,1,1,1925
Doghri,Zerzeri,1925,1,1,1925
Douagi,Ennigrou,1925,1,1,1925
Douraï,Meziou,1925,1,1,1925
Dridi,Manjour,1925,1,1,1925
Drira,Kriaa,1925,1,1,1925
Driss,Soua,1925,1,1,1925
Dziri,Mokrani,1925,1,1,1925
Dziri,Sahli,1925,1,2,1900
Dziri,Zelfani,1925,1,1,1925
Elloumi,Karra,1925,1,1,1925
Elloumi,Maaouia,1925,1,1,1925
Ennabli,Gargouri,1925,1,1,1925
Ennaifer,Fayache,1925,1,1,1925
Ennaifer,Mahmoud,1925,1,1,1925
Ennaifer,Sakka,1925,1,1,1925
Ennigrou,Gorgi,1925,1,1,1925
Ennigrou,Lakhoua,1925,1,2,1900
Ennigrou,Larbi,1925,2,2,1925
Ennigrou,Zaied,1925,1,1,1925
Ennigrou,Zbouna,1925,1,1,1925
Errais,Gordah,1925,1,1,1925
Errais,Hendaoui,1925,1,1,1925
Errais,Mathieu,1925,1,1,1925
Essafi,Jelili,1925,1,1,1925
Essafi,Maaouia,1925,1,1,1925
Essaied,Zbouna,1925,1,1,1925
Essebsi,Hamouda,1925,1,1,1925
Essebsi,Lahmer,1925,1,1,1925
Essebsi,Mami,1925,1,1,1925
Esseghir,Gara,1925,1,1,1925
Esseghir,Guebila,1925,1,1,1925
Essid,Katlane,1925,1,1,1925
Essid,Khalfallah,1925,1,1,1925
Essid,Mbarek,1925,1,1,1925
Essid,Mrabet,1925,1,1,1925
Essid,Osman,1925,1,2,1875
Essid,Safta,1925,1,1,1925
Ettabaa,Osman,1925,1,2,1875
Ezzahi,Maamouri,1925,1,1,1925
Ezzeddine,Miled,1925,1,1,1925
Ezzine,Jazi,1925,2,3,1875
Ezzine,Marzouki,1925,1,1,1925
Ezzine,Ounis,1925,1,1,1925
Ezzine,Zitouna,1925,2,2,1925
Fallah,Khalsi,1925,1,2,1900
Fallah,Touzani,1925,1,1,1925
Fallah,Zarrouk,1925,1,1,1925
Fallah,Zmerli,1925,1,1,1925
Farah,Hellal,1925,1,1,1925
Farah,Zbouna,1925,2,2,1925
Farah,Zmerli,1925,1,1,1925
Farhat,Hentati,1925,1,1,1925
Farhat,Lahbib,1925,1,1,1925
Farhat,Youssef,1925,1,1,1925
Farjallah,Houas,1925,1,1,1925
Farza,Mahjoub,1925,1,1,1925
Farza,Mrad,1925,1,1,1925
Fayache,Lamine,1925,1,2,1875
Fegaier,Gaigi,1925,1,1,1925
Fehri,Hached,1925,1,1,1925
Fehri,Hemriti,1925,1,1,1925
Fekih,Saad,1925,1,1,1925
Felfel,Selmene,1925,1,1,1925
Fellah,Mrad,1925,1,1,1925
Ferchichi,Mahjoub,1925,1,1,1925
Ferjani,Malouche,1925,1,1,1925
Fersi,Jallali,1925,1,1,1925
Forster,Zid,1925,1,1,1925
Fourati,Ghozzi,1925,1,1,1925
Fourati,Jaafar,1925,1,1,1925
Fourati,Jerad,1925,1,1,1925
Fourati,Kaddour,1925,1,1,1925
Fourati,Kastalli,1925,1,1,1925
Fourati,Khrouf,1925,1,1,1925
Fourati,Malouche,1925,1,1,1925
Fourati,Mbarek,1925,1,1,1925
Fourati,Sellami,1925,1,1,1925
Fourati,Siala,1925,1,1,1925
Friha,Khouini,1925,1,1,1925
Frija,Laroussi,1925,1,1,1925
Frikha,Hentati,1925,1,1,1925
Frikha,Kamoun,1925,1,1,1925
Frini,Larbi,1925,1,1,1925
Frini,Rahal,1925,1,1,1925
Gaied,Lassoued,1925,1,1,1925
Gaigi,Gharbi,1925,1,1,1925
Gaigi,Hamouda,1925,1,1,1925
Gaigi,Henchir,1925,1,1,1925
Gaigi,Houissa,1925,1,1,1925
Gaigi,Jamel,1925,1,1,1925
Gaigi,Maistret,1925,1,1,1925
Gamra,Zbouna,1925,1,1,1925
Gara,Hayder,1925,1,1,1925
Gara,Materi,1925,1,1,1925
Garbouj,Kamel,1925,1,1,1925
Gargouri,Mouaffak,1925,1,1,1925
Gargouri,Siala,1925,1,1,1925
Garnaoui,Zorgati,1925,1,1,1925
Gastli,Lassoued,1925,1,3,1875
Gastli,Mghirbi,1925,3,3,1925
Ghachem,Ladjimi,1925,1,1,1925
Ghachem,Zarrouk,1925,1,1,1925
Ghadira,Hajem,1925,1,1,1925
Ghalayini,Hamila,1925,1,1,1925
Ghali,Mhenni,1925,1,1,1925
Ghaliounji,Hassoumi,1925,1,1,1925
Ghalleb,Laatar,1925,1,1,1925
Ghalloussi,Karoui,1925,1,1,1925
Ghanem,Malouche,1925,1,1,1925
Gharbi,Houissa,1925,1,1,1925
Gharbi,Lahbib,1925,1,1,1925
Gharbi,Lasram,1925,1,1,1925
Gharbi,Soudani,1925,1,1,1925
Gharbi,Zid,1925,2,2,1925
Ghariani,Guellaty,1925,1,1,1925
Ghariani,Guellouz,1925,1,1,1925
Ghariani,Hayder,1925,1,1,1925
Ghariani,Marsaoui,1925,1,1,1925
Ghariani,Mouelhi,1925,1,1,1925
Ghariani,Rhaiem,1925,1,1,1925
Ghariani,Toumi,1925,1,1,1925
Ghariani,Zrelli,1925,1,1,1925
Ghattas,Kallel,1925,1,1,1925
Ghattas,Kraiem,1925,1,1,1925
Ghattas,Meherzi,1925,1,1,1925
Ghattas,Torjemane,1925,1,1,1925
Ghattas,Zehani,1925,1,1,1925
Ghedira,Zarrouk,1925,1,1,1925
Gherab,Ladjimi,1925,1,1,1925
Ghorbel,Karoui,1925,1,1,1925
Ghorbel,Khouini,1925,1,1,1925
Ghorbel,Robbana,1925,1,1,1925
Ghoul,Kridan,1925,1,1,1925
Ghozzi,Mhedhbi,1925,1,1,1925
Gmach,Guiga,1925,1,2,1900
Gmach,Labidi,1925,1,1,1925
Gmati,Miled,1925,1,1,1925
Gmati,Zaouak,1925,1,1,1925
Gordah,Slama,1925,1,1,1925
Gordah,Youssef,1925,1,1,1925
Gorgi,Snoussi,1925,1,1,1925
Gorgi,Zerzeri,1925,1,1,1925
Gouider,Khoudja,1925,1,1,1925
Grami,M'barek,1925,1,1,1925
Gribaa,Hammami,1925,1,1,1925
Gribaa,Kheriji,1925,1,1,1925
Gribaa,Layouni,1925,1,1,1925
Guebila,Houas,1925,1,1,1925
Guebila,Jaafar,1925,1,1,1925
Guebila,Ksibi,1925,1,1,1925
Guebila,Youssef,1925,1,1,1925
Gueddiche,Tarrouche,1925,1,1,1925
Guellaty,Mebarek,1925,1,1,1925
Guellaty,Ouertani,1925,1,1,1925
Guerbâa,Rassaa,1925,1,1,1925
Guissi,Telich,1925,1,1,1925
Gulec,Hentati,1925,1,1,1925
Habiba,Jeribi,1925,1,1,1925
Hachaichi,Mechri,1925,1,1,1925
Hachaichi,Mokdad,1925,1,1,1925
Hached,Samet,1925,1,1,1925
Hachicha,Youssef,1925,1,1,1925
Haddad,Khattech,1925,1,1,1925
Hadhri,Salem,1925,1,1,1925
Hadid,Zahmoune,1925,1,1,1925
Haffani,Hanachi,1925,1,1,1925
Hafi,Zakour,1925,1,1,1925
Hajri,Lakhoua,1925,1,1,1925
Hajri,Slama,1925,1,1,1925
Halim,Hedblom,1925,1,1,1925
Hamba,Jemaa,1925,1,1,1925
Hamda,Miaoui,1925,1,1,1925
Hamdi,Khouini,1925,1,1,1925
Hamida,Ismail,1925,1,1,1925
Hamida,Kara,1925,1,1,1925
Hamida,Mahmoud,1925,1,1,1925
Hamida,Trimèche,1925,1,1,1925
Hammami,Trabelsi,1925,1,1,1925
Hammouda,Youssef,1925,1,1,1925
Hamrouni,Zitoun,1925,1,1,1925
Hamza,Kamoun,1925,1,1,1925
Hamza,Romdhane,1925,1,1,1925
Hamza,Siala,1925,1,1,1925
Hanachi,Jaafar,1925,1,1,1925
Hanachi,Mahmoud,1925,1,2,1900
Hanachi,Yaghlane,1925,1,1,1925
Hantous,Torjemane,1925,1,1,1925
Hantous,Yahia,1925,1,1,1925
Haouet,Maamouri,1925,1,1,1925
Haouet,Robbana,1925,1,1,1925
Hariz,Othman,1925,1,1,1925
Harzallah,Laouiti,1925,3,3,1925
Harzallah,Naouar,1925,1,1,1925
Harzallah,Zayana,1925,1,1,1925
Hassen,Saad,1925,1,1,1925
Hassine,Memmi,1925,1,1,1925
Hassouna,Jaziri,1925,1,1,1925
Hassouna,Mamlouk,1925,1,1,1925
Hassouna,Redissi,1925,2,2,1925
Hassouna,Trabelsi,1925,1,1,1925
Hassouna,Youssef,1925,1,1,1925
Hassouna,Zbidi,1925,1,1,1925
Hayder,Henrikson,1925,1,1,1925
Hayder,Jed,1925,1,1,1925
Hayder,Kekhia,1925,1,1,1925
Hayder,Meddeb,1925,1,1,1925
Hayder,Merrichkou,1925,1,1,1925
Hayder,Sassi,1925,1,1,1925
Hayder,Zafzouf,1925,1,1,1925
Hayder,Zbidi,1925,1,1,1925
Hechmi,Zarraa,1925,2,2,1925
Hedhli,Mehdaoui,1925,1,1,1925
Hedri,Meherzi,1925,1,1,1925
Helal,Mhedhbi,1925,1,1,1925
Hellal,Larbi,1925,1,1,1925
Hemriti,Mechti,1925,1,1,1925
Hemriti,Mrad,1925,1,1,1925
Hemriti,Mtira,1925,1,1,1925
Henchiri,Zaied,1925,1,1,1925
Hendaoui,Lakhdhar,1925,1,1,1925
Hendaoui,Rabaâ,1925,1,1,1925
Hentati,Kallel,1925,1,2,1900
Hentati,Meddeb,1925,1,1,1925
Hentati,Mziou,1925,2,2,1925
Hentati,Rekik,1925,1,1,1925
Herelli,Kaddour,1925,1,1,1925
Hlioui,Jaafar,1925,1,1,1925
Hlioui,Mahmoud,1925,1,1,1925
Hmani,Mechim,1925,1,1,1925
Hédia,Malouche,1925,1,1,1925
Ismail,Zaafrani,1925,1,1,1925
Jaafar,Mlouka,1925,1,1,1925
Jaafoura,Slamia,1925,1,1,1925
Jaiet,Mahmoud,1925,1,1,1925
Jamoussi,Miladi,1925,1,1,1925
Jamoussi,Miled,1925,1,1,1925
Jaouada,Jouini,1925,1,1,1925
Jaouada,Mokrani,1925,1,1,1925
Jaouada,Moussa,1925,1,1,1925
Jaouada,Sanhaji,1925,1,1,1925
Jaouada,Zakour,1925,1,1,1925
Jazi,Souissi,1925,1,1,1925
Jebali,Khouja,1925,1,1,1925
Jebara,Robbana,1925,1,1,1925
Jegham,Manjour,1925,1,1,1925
Jegham,Rahal,1925,1,1,1925
Jelili,Zaghbouni,1925,1,1,1925
Jelili,Zaghouani,1925,1,1,1925
Jemaa,Mamlouk,1925,1,2,1900
Jemaa,Touzani,1925,1,1,1925
Jemaa,Yahmed,1925,1,1,1925
Jemaa,Zouhir,1925,1,1,1925
Jemail,Klibi,1925,1,2,1850
Jemiaa,Robbana,1925,1,1,1925
Jerad,Stambouli,1925,1,1,1925
Jied,Refai,1925,1,1,1925
Jridi,Trabelsi,1925,1,1,1925
Kacem,Saidane,1925,1,1,1925
Kahia,Kooli,1925,2,2,1925
Kahouaji,Smati,1925,1,1,1925
Kalaï,Rahal,1925,1,1,1925
Kalfat,Mlouka,1925,1,2,1900
Kallel,Lasram,1925,1,1,1925
Kallel,Lazrak,1925,1,1,1925
Kallel,Sfaxi,1925,1,1,1925
Kallel,Zaied,1925,1,1,1925
Kallel,Zayen,1925,1,1,1925
Kamel,Khlass,1925,1,1,1925
Kamel,Landolsi,1925,1,1,1925
Kamel,Rahmen,1925,1,1,1925
Kamel,Romdhane,1925,1,1,1925
Kamel,Sanekli,1925,1,1,1925
Kamel,Temimi,1925,1,1,1925
Kamel,Teta,1925,1,1,1925
Kammoun,Mrad,1925,1,1,1925
Kamoun,Kolsi,1925,1,1,1925
Kamoun,Lasram,1925,1,1,1925
Kamoun,Mziou,1925,1,1,1925
Kaouech,Kchouk,1925,1,1,1925
Karoui,Khessaïri,1925,2,2,1925
Karoui,Meddeb,1925,2,2,1925
Karoui,Salah,1925,1,1,1925
Karoui,Testouri,1925,1,1,1925
Karoui,Tounsi,1925,1,1,1925
Kasbi,Tanfous,1925,1,1,1925
Kassaagi,Kobrosli,1925,1,1,1925
Kassar,Mehdaoui,1925,1,1,1925
Kassar,Saadaoui,1925,1,1,1925
Kassar,Vichy,1925,1,1,1925
Kastalli,Thabet,1925,1,1,1925
Katlane,Temimi,1925,1,2,1875
Kedadi,Touzani,1925,1,1,1925
Kendil,Youssef,1925,1,1,1925
Kerkeni,Mghirbi,1925,1,1,1925
Ketata,Mziou,1925,1,1,1925
Khachlouf,Miled,1925,1,1,1925
Khaddar,Khaznadar,1925,1,1,1925
Khaddar,Khouja,1925,1,1,1925
Khaddar,Ksontini,1925,1,1,1925
Khaddar,Miled,1925,1,1,1925
Khaled,Sellami,1925,1,1,1925
Khalfallah,Slamia,1925,1,1,1925
Khalfet,Yedder,1925,1,1,1925
Khalladi,Meddeb,1925,1,1,1925
Khalsi,Mahouachi,1925,1,1,1925
Kharrat,Mlouka,1925,1,1,1925
Khattabi,Miled,1925,1,1,1925
Khayat,Zarrouk,1925,1,1,1925
Khaznadar,Noomen,1925,1,1,1925
Khaznadar,Salhi,1925,1,1,1925
Khedher,Turkia,1925,1,1,1925
Khefacha,Nouira,1925,1,1,1925
Khelifa,Zitouna,1925,1,1,1925
Khelil,Mzali,1925,1,1,1925
Khemiri,Torjemane,1925,1,1,1925
Khiari,Mahjoub,1925,1,1,1925
Khiari,Tnani,1925,1,1,1925
Khomsi,Robbana,1925,1,1,1925
Khoudja,Ouertani,1925,1,1,1925
Khoudja,Trabelsi,1925,1,1,1925
Khoudja,Verney,1925,1,1,1925
Khoudja,Zouaoui,1925,1,1,1925
Khoury,Touzani,1925,1,1,1925
Kim,Zitouna,1925,1,1,1925
Klibi,Moussa,1925,1,1,1925
Klibi,Rustum,1925,1,1,1925
Klibi,Torjemane,1925,1,1,1925
Klibi,Youssef,1925,1,1,1925
Kochbati,Mlouka,1925,1,1,1925
Kooli,Sakka,1925,1,1,1925
Kouki,Layouni,1925,1,1,1925
Kriaa,Rebai,1925,1,1,1925
Kriaa,Seidel,1925,1,1,1925
Kriaa,Sellami,1925,1,1,1925
Kriaa,Siala,1925,2,2,1925
Krichene,Larbi,1925,1,1,1925
Laajili,Saad,1925,1,1,1925
Laamari,Zid,1925,1,1,1925
Ladhari,Stambouli,1925,1,1,1925
Ladjimi,Rachdi,1925,1,1,1925
Lahmer,Stambouli,1925,1,1,1925
Lajili,Stambouli,1925,1,1,1925
Lakhdhar,Zbouna,1925,1,1,1925
Lamroussi,Stambouli,1925,1,1,1925
Langar,Makhlouf,1925,1,1,1925
Langar,Mrad,1925,1,1,1925
Lasram,Mokaddem,1925,1,1,1925
Lasram,Rais,1925,1,1,1925
Lazrak,Riahi,1925,1,1,1925
Lioui,Mahjoub,1925,1,1,1925
Maamouri,Marzoug,1925,2,2,1925
Maaoui,Mahjoub,1925,1,1,1925
Maaoui,Mokhtar,1925,1,1,1925
Maaref,Mnakbi,1925,1,1,1925
Maaref,Toumi,1925,1,1,1925
Maghraoui,Youssef,1925,1,1,1925
Mahdi,Osman,1925,1,1,1925
Mahjoub,Mahmoud,1925,1,1,1925
Mahjoub,Sakkal,1925,1,1,1925
Mahjoub,Slamia,1925,1,1,1925
Mahjouba,Zid,1925,1,1,1925
Mahmoud,Mamlouk,1925,1,1,1925
Mahmoud,Mufti,1925,1,1,1925
Mahmoud,Senemaud,1925,1,1,1925
Majoul,Oueslati,1925,1,1,1925
Makhlouf,Miled,1925,1,3,1875
Makhlouf,Mrad,1925,1,3,1900
Makhlouf,Zidi,1925,1,2,1875
Makni,Trabelsi,1925,1,1,1925
Malouche,Zbouna,1925,1,1,1925
Mami,Maâli,1925,1,1,1925
Mami,Sassi,1925,1,1,1925
Mami,Youssef,1925,1,1,1925
Mamlouk,Naouar,1925,1,1,1925
Manai,Saiji,1925,1,1,1925
Manjour,Mourali,1925,1,1,1925
Mansour,Saidane,1925,1,1,1925
Margueritta,Mrad,1925,1,1,1925
Masmoudi,Sassi,1925,1,1,1925
Materi,Toumi,1925,1,1,1925
Materi,Triki,1925,1,1,1925
Mathlouthi,Trabelsi,1925,1,1,1925
May,Zahar,1925,1,1,1925
Mazigh,Zakour,1925,1,1,1925
Mechennef,Zakkaria,1925,1,1,1925
Mechim,Mrad,1925,1,1,1925
Mehdaoui,Saad,1925,1,1,1925
Meherzi,Slama,1925,1,1,1925
Meherzi,Tnani,1925,1,1,1925
Melliti,Tnani,1925,1,1,1925
Memmi,Toumi,1925,1,1,1925
Messaadi,Taïeb,1925,1,1,1925
Mezhoud,Mrad,1925,1,1,1925
Mghirbi,Selmene,1925,1,1,1925
Mhedhbi,Zouari,1925,1,1,1925
Mhenni,Mufti,1925,1,1,1925
Mhirsi,Mohsen,1925,1,1,1925
Miladi,Toumi,1925,1,1,1925
Miladi,Trabelsi,1925,1,1,1925
Miled,Mrad,1925,1,3,1900
Miled,Rejab,1925,1,1,1925
Miled,Zidi,1925,1,2,1900
Miled,Zitouna,1925,1,1,1925
Mlayah,Youssef,1925,1,1,1925
Mouaffak,Saighi,1925,1,2,1900
Mounira,Zakkaria,1925,1,1,1925
Mourali,Mrad,1925,1,1,1925
Mourali,Romdhane,1925,1,1,1925
Mrabet,Othman,1925,1,1,1925
Mrabet,Robbana,1925,1,1,1925
Mrabet,Rokbani,1925,1,1,1925
Mrabet,Zribi,1925,1,1,1925
Mrad,Pelé,1925,1,1,1925
Mrad,Riahi,1925,1,1,1925
Mrad,Sabiha,1925,1,1,1925
Mrad,Sadfi,1925,1,1,1925
Mrad,Sanctis,1925,1,1,1925
Mrad,Slimen,1925,1,1,1925
Mrad,Smiri,1925,1,1,1925
Mrad,Tarrouch,1925,1,1,1925
Mrad,Toumi,1925,1,1,1925
Mrad,Zidi,1925,1,4,1850
Mufti,Soudani,1925,1,1,1925
Mustapha,Zitouna,1925,1,1,1925
Mzabi,Touzani,1925,1,1,1925
Mziou,Zouari,1925,1,1,1925
Mzoughi,Triki,1925,1,1,1925
Mâatouk,Nouira,1925,1,1,1925
Naas,Robbana,1925,1,1,1925
Naccache,Naceur,1925,1,1,1925
Nakaa,Sayadi,1925,1,1,1925
Naouar,Zitouna,1925,1,1,1925
Nouira,Ouertani,1925,1,1,1925
Omrane,Yedder,1925,1,1,1925
Osman,Redissi,1925,1,1,1925
Osman,Schoen,1925,1,1,1925
Othman,Slimen,1925,1,1,1925
Othman,Zaïed,1925,1,1,1925
Ouenniche,Sebaï,1925,1,1,1925
Ouertani,Raies,1925,1,1,1925
Penaud,Slim,1925,1,1,1925
Radhouane,Saidane,1925,1,1,1925
Rahal,Salem,1925,1,1,1925
Refai,Slama,1925,1,1,1925
Rejab,Saidane,1925,1,1,1925
Rejab,Zmerli,1925,1,1,1925
Riahi,Tahenti,1925,1,1,1925
Riahi,Zid,1925,1,1,1925
Romdane,Romdhane,1925,1,1,1925
Romdhane,Tortorici,1925,1,1,1925
Romdhane,Toumi,1925,1,1,1925
Saidane,Smati,1925,1,1,1925
Sakka,Sdiri,1925,1,1,1925
Sakka,Zouhir,1925,1,1,1925
Salem,Smati,1925,1,1,1925
Salem,Torjemane,1925,1,1,1925
Samandi,Slamia,1925,1,1,1925
Sancho,Tahri,1925,1,1,1925
Sanhaji,Temimi,1925,1,1,1925
Sassi,Selmene,1925,1,1,1925
Sedrine,Snine,1925,1,1,1925
Sedrine,Tarchouna,1925,1,1,1925
Selmene,Younes,1925,1,2,1875
Selmene,Zouhra,1925,1,1,1925
Sherei,Youssef,1925,1,1,1925
Siala,Smaoui,1925,1,1,1925
Siala,Trifa,1925,1,1,1925
Slamia,Yahia,1925,1,1,1925
Slamia,Zabedi,1925,1,1,1925
Slimane,Soukeh,1925,1,1,1925
Slimane,Youssef,1925,1,1,1925
Smaoui,Stambouli,1925,1,1,1925
Smouali,Soua,1925,1,1,1925
Soulaï,Trabelsi,1925,1,1,1925
Takali,Zaafrani,1925,1,1,1925
Talbi,Turki,1925,1,1,1925
Tarrouche,Zeghab,1925,1,1,1925
Thomas,Youssef,1925,1,1,1925
Trabelsi,Turkia,1925,1,1,1925
Turki,Zaragoza,1925,1,1,1925
Yamak,Yared,1925,1,1,1925
Youssef,Zakour,1925,1,1,1925
Youssef,Zid,1925,1,1,1925
Youssef,Zneiguia,1925,1,1,1925
Zaafrani,Zitouna,1925,1,1,1925
Zahouani,Zarrouk,1925,1,1,1925
Abassi,Bey,1950,2,2,1950
Abassi,Charfi,1950,1,1,1950
Abassi,Jerad,1950,1,1,1950
Abassi,Kallel,1950,1,1,1950
Abassi,Khessaïri,1950,1,1,1950
Abbou,Bey,1950,1,1,1950
Abbou,Tekaya,1950,1,1,1950
Abdallah,Chaouachi,1950,2,2,1950
Abdallah,Chelbi,1950,1,1,1950
Abdallah,Cherif,1950,1,1,1950
Abdallah,Jamel,1950,1,1,1950
Abdallah,Kassar,1950,1,1,1950
Abdallah,Lakhoua,1950,1,1,1950
Abdallah,Nacer,1950,1,1,1950
Abdallah,Talbi,1950,1,1,1950
Abdeljaouad,Boujemaa,1950,1,1,1950
Abdeljaoued,Drira,1950,1,1,1950
